cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
3.6,1,13.502,20,0,,715,0,0.0,1
2.01,2,12.555,10,0,,671,0,0.0,1
1.757,3,12.996,6,0,,667,0,0.0,1
2.281,4,12.261,16,0,,661,0,0.0,1
1.914,5,10.521,7,0,,619,0,0.0,1
