cum_elapsed_time,game_state,user_action,avg_agent_assistance_per_move,attempt,n_agent_feedback,from,to,timeout,cum_react_time,token_id
0.765,0,,0.0,2,0,12,1,1,9.217,732
0.605,0,,0.0,2,0,18,2,0,0.807,584
0.611,1,,0.0,1,0,13,3,0,4.571,565
0.665,1,,0.0,1,0,7,4,0,1.529,540
0.836,2,,0.0,1,0,6,5,0,0.546,499
