game_state,user_action,agent_assistance,attempt,react_time,user_react_time,from,elapsed_time,to,agent_feedback,timeout,token_id
0,1,1,1,3.266,2,6,3.438,6,1,0,135
0,2,1,2,15,0,,0,,1,0,
0,2,1,3,15,0,,0,,1,1,
