cum_elapsed_time,game_state,user_action,avg_agent_assistance_per_move,attempt,n_agent_feedback,from,to,timeout,cum_react_time,token_id
2.758,0,,1.0,3,2,14,1,1,22.927,668
1.145,0,,1.0,1,1,12,2,0,13.029,1279
1.257,1,,0.0,1,1,16,3,0,12.866,1268
0.003,1,,0.0,1,1,10,4,0,0.0,619
0.724,2,,0.0,4,1,15,5,2,9.447,1473
