game_state,user_action,agent_assistance,attempt,react_time,user_react_time,from,elapsed_time,to,agent_feedback,timeout,token_id
0,0,0,1,9.308,1,18,1.503,1,1,0,565
0,0,0,1,11.397,0,6,0.983,2,1,0,499
1,2,1,1,15,0,,0,,0,0,
1,0,1,2,0.0,,8,0.0,3,0,1,321
1,0,1,1,0.802,2,20,0.867,4,1,0,311
2,1,1,1,11.721,0,5,0.903,15,1,0,135
2,0,1,2,13.009,0,11,1.257,5,2,0,177
