game_state,user_action,attempt,caregiver_feedback,react_time,caregiver_assistance,user_react_time,from,elapsed_time,to,timeout,token_id
0,0,0,0,4.557,0,2,17,0.549,1,0,947
0,2,0,0,15,0,0,,0,,0,
0,0,1,0,0.0,0,2,10,0.0,2,0,693
1,0,0,0,11.48,0,0,9,0.491,3,0,537
1,2,0,0,15,0,0,,0,,0,
1,0,1,0,12.29,0,0,7,1.277,4,0,391
2,0,0,0,10.551,0,0,11,1.267,5,0,373
