cum_elapsed_time,game_state,user_action,avg_agent_assistance_per_move,attempt,n_agent_feedback,from,to,timeout,cum_react_time,token_id
0.968,0,,0.0,1,0,8,1,0,2.819,913
0.798,0,,0.0,1,0,10,2,0,6.351,753
0.767,1,,0.0,1,0,12,3,0,5.452,715
3.685,1,,0.0,4,0,4,0,0,34.024,671
0.0,2,,0.0,4,0,11,5,0,0.021,667
