cum_elapsed_time,game_state,user_action,avg_agent_assistance_per_move,attempt,n_agent_feedback,from,to,timeout,cum_react_time,token_id
0.671,0,,1.0,1,1,6,1,0,3.214,947
1.519,0,,1.0,1,1,15,2,0,6.125,693
1.668,1,,0.0,1,1,17,3,0,4.383,537
1.138,1,,1.0,1,1,7,4,0,5.104,391
1.12,2,,0.0,1,1,13,5,0,4.076,373
