game_state,user_action,agent_assistance,attempt,react_time,user_react_time,from,elapsed_time,to,agent_feedback,timeout,token_id
0,1,0,1,14.338,0,1,1.31,19,0,0,939
0,0,0,2,1.947,2,8,0.509,1,0,0,499
0,0,0,1,0.0,2,19,0.0,2,0,0,939
1,0,0,1,12.987,0,11,1.407,3,0,0,857
1,0,0,1,4.239,2,10,1.103,4,0,0,667
2,0,1,1,3.164,2,7,1.136,5,0,0,584
