game_state,user_action,agent_assistance,attempt,react_time,user_react_time,from,elapsed_time,to,agent_feedback,timeout,token_id
0,0,0,1,3.985,2,9,1.087,1,1,0,499
0,1,0,1,1.729,2,6,1.439,6,1,0,584
0,2,0,2,10,0,,0,,1,0,
0,1,1,3,0.0,2,2,0.045,16,2,1,857
0,2,3,4,10,0,,0,,2,1,
1,0,1,1,5.891,1,16,1.595,3,1,0,857
1,0,0,1,0.0,2,19,0.988,0,1,0,177
2,1,0,1,0.0,2,18,0.008,19,1,0,177
2,0,2,2,4.428,2,6,0.673,5,2,0,584
