cum_elapsed_time,game_state,user_action,avg_agent_assistance_per_move,attempt,n_agent_feedback,from,to,timeout,cum_react_time,token_id
2.099,0,,0.0,1,1,17,1,0,11.462,947
3.986,0,,1.0,4,3,14,2,1,5.249,693
5.668,1,,1.0,4,3,15,3,1,7.127,537
2.262,1,,1.0,2,2,20,4,0,17.507,391
0.0,2,,0.0,2,0,19,5,1,0.0,373
