cum_elapsed_time,game_state,user_action,avg_agent_assistance_per_move,attempt,n_agent_feedback,from,to,timeout,cum_react_time,token_id
0.777,0,,1.0,1,0,10,1,0,10.439,947
0.843,0,,0.0,1,0,20,2,0,7.171,693
0.852,1,,1.0,1,0,19,3,0,5.452,537
0.62,1,,0.0,1,0,12,4,0,7.259,391
0.462,2,,0.0,1,0,14,5,0,3.393,373
