cum_elapsed_time,game_state,user_action,avg_agent_assistance_per_move,attempt,n_agent_feedback,from,to,timeout,cum_react_time,token_id
0.0,0,,0.0,2,0,13,1,1,0.0,587
0.725,0,,0.0,1,1,16,2,0,9.592,667
0.0,1,,0.0,2,0,6,3,1,0.0,593
0.674,1,,1.0,1,1,7,4,0,6.009,619
0.185,2,,1.0,1,1,10,5,0,3.184,753
