game_state,user_action,agent_assistance,attempt,react_time,user_react_time,from,elapsed_time,to,agent_feedback,timeout,token_id
0,1,0,1,8.419,1,19,1.292,19,1,0,939
0,2,0,2,10,0,,0,,1,0,
0,1,1,3,0.497,2,10,1.445,10,2,1,857
0,1,0,4,7.709,1,16,1.139,1,3,1,499
0,0,0,1,2.06,2,19,1.132,2,1,0,939
1,0,1,1,7.36,1,10,1.08,3,1,0,857
1,0,1,1,2.261,2,6,0.965,4,1,0,667
2,0,0,1,5.586,1,12,1.094,5,1,0,584
