cum_elapsed_time,game_state,user_action,avg_agent_assistance_per_move,attempt,n_agent_feedback,from,to,timeout,cum_react_time,token_id
0.668,0,,1.0,1,0,6,1,0,0.953,913
0.909,0,,1.0,3,0,14,2,1,0.891,753
0.852,1,,1.0,1,0,20,3,0,2.245,732
0.95,1,,0.0,1,0,11,4,0,1.311,715
0.507,2,,0.0,1,0,9,5,0,0.694,710
