game_state,user_action,agent_assistance,attempt,react_time,user_react_time,from,elapsed_time,to,agent_feedback,timeout,token_id
0,1,0,1,0.0,2,17,0.0,17,0,0,499
0,0,1,2,4.997,2,15,1.506,1,0,0,939
0,0,1,1,0.771,2,10,0.93,2,0,0,857
1,0,0,1,0.643,2,6,0.985,3,0,0,753
1,1,1,1,8.2,1,4,0.885,18,0,0,565
1,0,0,2,2.83,2,16,0.748,4,0,0,667
2,0,0,1,2.76,2,18,0.921,5,0,0,565
