cum_elapsed_time,game_state,user_action,avg_agent_assistance_per_move,attempt,n_agent_feedback,from,to,timeout,cum_react_time,token_id
0.882,0,,0.0,1,0,15,1,0,1.362,715
2.234,0,,0.0,1,0,19,2,0,10.889,671
2.165,1,,0.0,1,0,11,3,0,0.401,667
3.782,1,,0.0,2,0,9,4,0,8.318,661
