game_state,user_action,agent_assistance,attempt,react_time,user_react_time,from,elapsed_time,to,agent_feedback,timeout,token_id
0,0,0,1,1.362,2,15,0.882,1,0,0,715
0,0,0,1,10.889,0,19,2.234,2,0,0,671
1,0,0,1,0.401,2,11,2.165,3,0,0,667
1,1,0,1,7.185,1,17,2.679,17,0,0,619
1,0,1,2,1.134,2,9,1.103,4,0,0,661
2,1,1,1,3.186,2,9,6.631,17,0,0,619
2,2,1,2,15,0,,0,,0,0,
