tot_elapsed_time,avg_lev_assistance,tot_react_time,n_agent_feedback,n_attempt,n_timeout
4.1739999999999995,0.2,22.605999999999998,0,6,1
tot_elapsed_time,avg_lev_assistance,tot_react_time,n_agent_feedback,n_attempt,n_timeout
4.93,0.4,33.971000000000004,0,7,1
